ETRiS_Dev,Bld_Class,GED4ALLstr,Event,Latitude,Longitude,Dam_Scale,Modelling,Comments,Download,Original_doc,Code,
Yes,"Energy-related Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,38.26277778,141.0091667,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_EnergyRelated_I_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,27,
Yes,"Food Industry, Building",,Tohoku Earthquake and Tsunami 2011,38.27611111,141.0211111,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_B_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Food Industry, Building",,Tohoku Earthquake and Tsunami 2011,38.27638889,141.0141667,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_B_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Food Industry, Building",,Tohoku Earthquake and Tsunami 2011,38.27611111,141.0075,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_B_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Food Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,38.28111111,141.0213889,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_I_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Food Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,38.28111111,141.0141667,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_I_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Food Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,38.28166667,141.0083333,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Food_I_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Manufacturing Industry, Building",,Tohoku Earthquake and Tsunami 2011,37.82694444,140.9447222,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_B_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Manufacturing Industry, Building",,Tohoku Earthquake and Tsunami 2011,37.83027778,140.9436111,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_B_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Manufacturing Industry, Building",,Tohoku Earthquake and Tsunami 2011,37.82833333,140.9419444,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_B_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Manufacturing Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,37.84361111,140.9447222,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_I_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Manufacturing Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,37.84222222,140.9455556,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_I_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Manufacturing Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,37.84166667,140.9472222,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Manufacturing_I_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Warehousing and Distribution, Building",,Tohoku Earthquake and Tsunami 2011,36.93972222,140.8841667,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_B_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,30,
Yes,"Warehousing and Distribution, Building",,Tohoku Earthquake and Tsunami 2011,36.94277778,140.8838889,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_B_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,30,
Yes,"Warehousing and Distribution, Building",,Tohoku Earthquake and Tsunami 2011,36.94361111,140.8802778,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_B_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,30,
Yes,"Warehousing and Distribution, Infrastructure",,Tohoku Earthquake and Tsunami 2011,"36.9425,",140.8888889,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_I_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,31,
Yes,"Warehousing and Distribution, Infrastructure",,Tohoku Earthquake and Tsunami 2011,36.94527778,140.8883333,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_I_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,31,
Yes,"Warehousing and Distribution, Infrastructure",,Tohoku Earthquake and Tsunami 2011,36.94694444,140.885,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_WarehouseDistribution_I_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,31,
Yes,"Petrochemical Industry, Building",,Tohoku Earthquake and Tsunami 2011,36.50388889,140.6202778,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_B_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Petrochemical Industry, Building",,Tohoku Earthquake and Tsunami 2011,36.50555556,140.6186111,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_B_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Petrochemical Industry, Building",,Tohoku Earthquake and Tsunami 2011,36.50611111,140.6216667,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_B_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,28,
Yes,"Petrochemical Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,36.50416667,140.6230556,4 Tier/Chua et al. 2021,"using ""logit"" link function",Model 1,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_I_M1.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Petrochemical Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,36.50416667,140.6263889,4 Tier/Chua et al. 2021,"using ""probit"" link function",Model 2,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_I_M2.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
Yes,"Petrochemical Industry, Infrastructure",,Tohoku Earthquake and Tsunami 2011,36.50777778,140.62,4 Tier/Chua et al. 2021,"using ""cloglog"" link function",Model 3,https://github.com/eurotsunamirisk/etris_data_and_data_products/blob/main/etris_data_products/Fragility_Curves/Japan_Petrochemical_I_M3.csv,https://doi.org/10.5194/nhess-21-1887-2021,29,
